iteration,steps,env_steps,internal_ticks,score_red
758,125,125,600,84.0
759,244,244,600,81.0
760,110,110,600,78.0
761,66,66,600,66.0
762,102,102,600,87.0
763,286,286,601,63.0
764,96,96,600,93.0
765,160,160,601,69.0
766,86,86,600,66.0
767,89,89,600,75.0
768,110,110,600,78.0
769,94,94,600,75.0
770,84,84,600,96.0
771,108,108,601,84.0
772,109,109,600,75.0
773,73,73,601,98.0
774,94,94,601,81.0
775,107,107,600,48.0
776,114,114,600,81.0
777,66,66,600,90.0
778,87,87,600,102.0
779,125,125,600,69.0
780,99,99,600,81.0
781,91,91,600,96.0
782,100,100,600,81.0
783,92,92,600,84.0
784,96,96,600,96.0
785,128,128,600,87.0
786,80,80,600,93.0
787,141,141,600,69.0
788,78,78,600,84.0
789,84,84,600,66.0
790,85,85,600,84.0
791,98,98,600,72.0
792,81,81,601,78.0
793,114,114,601,78.0
794,89,89,600,90.0
795,102,102,600,75.0
796,86,86,600,72.0
797,104,104,600,90.0
798,87,87,600,78.0
799,100,100,600,98.0
800,414,414,600,36.0
801,124,124,600,69.0
802,247,247,600,60.0
803,90,90,600,102.0
804,115,115,600,39.0
805,98,98,601,66.0
806,107,107,600,83.0
807,72,72,600,81.0
808,98,98,600,72.0
809,103,103,600,69.0
810,135,135,601,78.0
811,96,96,600,54.0
812,105,105,600,81.0
813,102,102,601,75.0
814,107,107,600,69.0
815,80,80,600,81.0
816,118,118,600,90.0
817,124,124,600,93.0
818,129,129,600,78.0
819,117,117,600,81.0
820,90,90,600,96.0
821,116,116,600,66.0
822,101,101,600,99.0
823,92,92,600,69.0
824,199,199,600,84.0
825,89,89,600,75.0
826,91,91,600,84.0
827,80,80,600,80.0
828,103,103,600,90.0
829,94,94,600,90.0
830,88,88,600,78.0
831,173,173,600,77.0
832,94,94,600,87.0
833,88,88,600,98.0
834,75,75,600,78.0
835,88,88,600,96.0
836,86,86,600,78.0
837,129,129,600,93.0
838,89,89,600,75.0
839,84,84,600,66.0
840,97,97,601,87.0
841,116,116,600,87.0
842,122,122,600,72.0
843,496,496,600,27.0
844,104,104,600,72.0
845,124,124,600,81.0
846,83,83,600,72.0
847,96,96,600,75.0
848,106,106,601,75.0
849,101,101,600,84.0
850,75,75,600,93.0
851,107,107,600,84.0
852,143,143,600,66.0
853,93,93,600,90.0
854,84,84,600,81.0
855,172,172,600,90.0
856,100,100,600,72.0
857,88,88,600,78.0
858,90,90,601,72.0
859,66,66,601,63.0
860,114,114,600,90.0
861,314,314,600,51.0
862,109,109,600,84.0
863,77,77,600,72.0
864,94,94,601,84.0
865,82,82,600,81.0
866,73,73,600,75.0
867,110,110,600,81.0
868,70,70,600,90.0
869,84,84,600,75.0
870,98,98,600,81.0
871,98,98,600,81.0
872,110,110,600,87.0
873,117,117,600,78.0
874,443,443,600,21.0
875,102,102,600,99.0
876,83,83,600,78.0
877,94,94,600,87.0
878,115,115,600,72.0
879,155,155,600,54.0
880,107,107,601,90.0
881,99,99,600,90.0
882,212,212,600,81.0
883,100,100,600,84.0
884,123,123,600,72.0
885,98,98,600,94.0
886,112,112,600,96.0
887,80,80,600,81.0
888,166,166,600,66.0
889,80,80,600,87.0
890,83,83,600,81.0
891,98,98,601,81.0
892,491,491,600,30.0
893,78,78,600,93.0
894,110,110,600,87.0
895,108,108,600,78.0
896,73,73,600,87.0
897,115,115,601,66.0
898,96,96,600,75.0
899,92,92,600,72.0
