iteration,steps,env_steps,internal_ticks,score_red
1,78,78,601,84.0
2,68,68,601,81.0
3,381,381,600,42.0
4,75,75,600,92.0
5,67,67,600,75.0
6,94,94,601,75.0
7,124,124,600,81.0
8,86,86,600,87.0
9,99,99,600,84.0
10,81,81,600,57.0
11,379,379,600,42.0
12,319,319,600,39.0
13,84,84,600,69.0
14,69,69,600,75.0
15,73,73,600,69.0
16,80,80,600,81.0
17,82,82,600,75.0
18,111,111,600,84.0
19,71,71,600,75.0
20,95,95,600,84.0
21,108,108,601,81.0
22,78,78,600,81.0
23,69,69,600,72.0
24,411,411,600,36.0
25,85,85,600,72.0
26,113,113,600,75.0
27,82,82,600,69.0
28,75,75,601,69.0
29,96,96,600,72.0
30,84,84,600,75.0
31,71,71,600,72.0
32,210,210,600,60.0
33,92,92,600,87.0
34,90,90,600,78.0
35,99,99,601,93.0
36,89,89,600,69.0
37,85,85,600,90.0
38,72,72,600,75.0
39,109,109,600,69.0
40,91,91,600,93.0
41,73,73,600,81.0
42,84,84,600,66.0
43,92,92,600,81.0
44,88,88,600,90.0
45,111,111,601,72.0
46,198,198,600,39.0
47,90,90,600,78.0
48,76,76,600,84.0
49,77,77,600,72.0
50,67,67,601,66.0
51,117,117,600,66.0
52,78,78,600,75.0
53,81,81,600,63.0
54,97,97,600,84.0
55,78,78,600,72.0
56,100,100,600,69.0
57,100,100,600,75.0
58,94,94,600,78.0
59,399,399,601,51.0
60,105,105,600,75.0
61,87,87,601,63.0
62,86,86,600,45.0
63,157,157,600,78.0
64,69,69,600,69.0
65,107,107,600,75.0
66,86,86,601,45.0
67,67,67,600,78.0
68,62,62,600,54.0
69,72,72,600,57.0
70,432,432,600,33.0
71,99,99,600,81.0
72,107,107,600,66.0
73,101,101,600,81.0
74,78,78,600,57.0
75,75,75,600,71.0
76,114,114,601,78.0
77,77,77,600,72.0
78,98,98,600,63.0
79,98,98,600,84.0
80,68,68,600,75.0
81,86,86,600,78.0
82,254,254,600,57.0
83,80,80,600,57.0
84,98,98,600,90.0
