num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/num_episodes,env_runners/weights_seq_no,env_runners/episode_return_mean,env_runners/blue_team_score_mean,env_runners/num_episodes_lifetime,env_runners/episode_len_max,env_runners/episode_return_max,env_runners/env_step_timer,env_runners/episode_len_min,env_runners/time_between_sampling,env_runners/connector_pipeline_timer,env_runners/episode_duration_sec_mean,env_runners/episode_len_mean,env_runners/red_team_score_mean,env_runners/rlmodule_inference_timer,env_runners/env_to_module_sum_episodes_length_out,env_runners/sample,env_runners/num_env_steps_sampled,env_runners/env_reset_timer,env_runners/episode_return_min,env_runners/env_to_module_sum_episodes_length_in,env_runners/num_env_steps_sampled_lifetime,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled/shared_policy,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled_lifetime/shared_policy,env_runners/num_agent_steps_sampled/red_robot_0,env_runners/num_agent_steps_sampled/red_robot_1,env_runners/module_episode_returns_mean/shared_policy,env_runners/agent_episode_returns_mean/red_robot_0,env_runners/agent_episode_returns_mean/red_robot_1,env_runners/agent_steps/red_robot_0,env_runners/agent_steps/red_robot_1,env_runners/num_agent_steps_sampled_lifetime/red_robot_1,env_runners/num_agent_steps_sampled_lifetime/red_robot_0,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/shared_policy/vf_explained_var,learners/shared_policy/default_optimizer_learning_rate,learners/shared_policy/mean_kl_loss,learners/shared_policy/policy_loss,learners/shared_policy/total_loss,learners/shared_policy/entropy,learners/shared_policy/weights_seq_no,learners/shared_policy/diff_num_grad_updates_vs_sampler_policy,learners/shared_policy/curr_entropy_coeff,learners/shared_policy/module_train_batch_size_mean,learners/shared_policy/num_trainable_parameters,learners/shared_policy/num_module_steps_trained,learners/shared_policy/num_module_steps_trained_lifetime,learners/shared_policy/curr_kl_coeff,learners/shared_policy/vf_loss,learners/shared_policy/vf_loss_unclipped,learners/shared_policy/num_module_steps_trained_lifetime_throughput,env_runners/timers/connectors/agent_to_module_mapping,env_runners/timers/connectors/batch_individual_items,env_runners/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/timers/connectors/add_states_from_episodes_to_batch,env_runners/timers/connectors/numpy_to_tensor,env_runners/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/module_to_agent_unmapping,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/agent_to_module_mapping,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/agent_to_module_mapping,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items
1,1217974.0000000075,False,257,987fb_00000,2026-03-16_01-25-36,1773638736,67.66169118881226,14481.673685312271,1214568,dh-node6,10.199.0.6,14481.673685312271,257,52.337909682170306,2.792921676547574e-05,52.33713209250573,30.306485203403145,21.998512918858477,0.022854455182528127,28.0,256.0,34.723214285714285,0.0,8428.0,765,73.25,0.011543797842531478,50,9.037583936372373,0.0008543817088148161,2.934947683941573,168.78571428571425,45.433197823566076,0.000684974325036657,144.9670356580141,2.2263426219678957,4726.000000000001,0.005266984504070976,-6.0,144.9670356580141,1217974.0000000075,95.64239830368403,7,0,7,10.564130434782609,12.30760869565217,0.04782608695652174,0.03144531249999999,0.0007003143199847729,7287.0,0.00034232516204751016,1697343.0000000033,3656.0,3631.0,18.46428571428572,16.258928571428577,18.46428571428572,130.5714285714286,129.6785714285714,843507.999999989,853835.0000000054,0,1913034817,4715.011418881682,4715.011418881682,51284352,423089,8138172,220416,151522.55132694446,3986.249939241311,0.3083557,0.001,0.008615574,0.049972475,2.4821837,1.847798,257.0,1.0,0.05,128.0,423089,220416,51284352,1.948392629623413,2.5078144,30.466467,3986.240571316488,2.446000337908403e-05,0.00015132646664814118,4.667690154056032e-05,2.2374284880626633e-05,0.0001740948991142967,0.00010347479223283713,0.3183672057754736,0.00032696532608508534,1.7404261840064565e-05,8.377547139436969e-06,9.761320405329781e-05,3.5106751213263215e-06,4.99215274779908e-05,3.7618257856333235e-05,5.8761454300701674e-05,1.773899959635131e-05,9.555942153335953e-06,7.578472398570784e-05,4.0856572975319415e-05,1.0033815144631689e-05,4.118882559346052e-05,1.0573108309607624e-05,0.0014882011544578675,0.0018473039639344822,0.12151835266584388,0.019194233856690748,0.021304610366692085,0.006759361291404944,0.14571570243188728
1,1223705.0000000081,False,258,987fb_00000,2026-03-16_01-26-49,1773638809,72.55648136138916,14554.23016667366,1214568,dh-node6,10.199.0.6,14554.23016667366,258,52.53995634002005,2.7818915407291398e-05,52.53917936513124,30.444042902400525,22.0630857137496,0.02279219873973342,28.0,257.0,36.125,0.0,8456.0,848,61.25,0.010672022458694815,45,9.161473069903382,0.0008557550595734815,3.483114268281497,204.67857142857144,45.525416341215426,0.0006428430694648194,163.12093365913236,2.254607639142582,5731.0,0.0052518470706098596,-3.0,163.12093365913236,1223705.0000000081,95.19009335822493,7,0,7,10.607070707070706,12.318181818181817,0.05737373737373737,0.03144531249999999,0.0006700861529807793,8992.0,0.00032529684041961924,1706335.0000000033,4291.0,4700.999999999999,15.616071428571423,20.508928571428573,15.616071428571423,153.25,167.89285714285717,848208.9999999889,858126.0000000056,0,1925190268,4725.171304692866,4725.171304692866,51555840,423089,12155451,271488,152318.69103268388,3973.929653470479,0.11846691,0.001,0.009874801,-0.1306579,2.0920365,1.7818613,258.0,1.0,0.05,128.0,423089,271488,51555840,1.948392629623413,2.2925475,44.72962,3973.9184324393527,2.4461738766580274e-05,0.00015151895193417098,4.6495886192077526e-05,2.236072778049958e-05,0.00017404942142312677,0.00010402128395999554,0.32044307175914666,0.00031073030434902434,1.674161788344616e-05,7.879979344830598e-06,9.364684329739805e-05,3.258657709795248e-06,4.886524978055479e-05,3.640402039865009e-05,5.639631841086285e-05,1.6729607551589955e-05,9.069577713970986e-06,7.134020700668183e-05,3.865955497848866e-05,9.307594670183385e-06,4.111957789764626e-05,1.0572437397847484e-05,0.0014871555812152393,0.0018439866043070952,0.12210198107127984,0.019178020728146675,0.021246968372998623,0.006802079368277507,0.1472446562568744
1,1228439.000000009,False,259,987fb_00000,2026-03-16_01-28-01,1773638881,72.8478946685791,14627.07806134224,1214568,dh-node6,10.199.0.6,14627.07806134224,259,52.742848441588556,2.773472540212376e-05,52.742072027890835,30.646520781187075,22.063437789761313,0.02286066161216623,28.0,258.0,32.79464285714285,0.0,8484.0,737,81.0,0.012165337709342111,33,9.43034307203194,0.0008497819589141832,2.886813802869126,169.07142857142858,45.50773137738891,0.0006732190920622555,184.1320652648171,2.301383419834753,4734.0,0.005218884563813414,0.0,184.1320652648171,1228439.000000009,93.41855100534328,7,0,7,10.289999999999997,12.300999999999998,0.048400000000000006,0.03144531249999999,0.0006904697057456988,7299.999999999998,0.00033455313345854794,1713635.0000000035,3736.0,3564.0,16.08928571428572,16.705357142857142,16.08928571428572,133.4285714285714,127.28571428571426,851772.9999999893,861862.0000000056,0,1933356418,4725.259591645938,4725.259591645938,51776640,423089,8166150,220800,150306.7695246134,3926.756801064056,0.12588388,0.001,0.0059200698,0.047955193,2.0574133,1.8328296,259.0,1.0,0.05,128.0,423089,220800,51776640,1.948392629623413,2.089565,21.793438,3926.745968655857,2.4247882607013188e-05,0.0001504493782408399,4.606516148613489e-05,2.2238938736183374e-05,0.00017286704370831032,0.00010350416369131941,0.31949795633344047,0.0003227230425043461,1.7039267069199774e-05,8.022388421929673e-06,9.646057076844059e-05,3.3867785098895453e-06,5.062821352428237e-05,3.7342340702859746e-05,5.779565265588576e-05,1.7242094954781104e-05,9.142438125874459e-06,7.433316061603693e-05,4.034737001331795e-05,9.534692893935511e-06,4.101609342562918e-05,1.0543351558534117e-05,0.0014848926545887934,0.001837208070364654,0.12199224494937304,0.019101220879495628,0.021162676617541273,0.0067950388852583135,0.14658833256519793
1,1232569.0000000098,False,260,987fb_00000,2026-03-16_01-28-53,1773638933,51.79602575302124,14678.87408709526,1214568,dh-node6,10.199.0.6,14678.87408709526,260,52.73326895969276,2.780000939499712e-05,52.73248999177172,30.675678857224767,22.024752279143268,0.022821043946148086,28.0,259.0,36.75892857142856,0.0,8512.0,595,69.25,0.011850108164208579,38,9.644045953398573,0.0008513056111693311,2.277378214722766,147.5,45.44516751991445,0.0006687796529447913,148.67501240050117,2.3163128605480052,4130.0,0.005249061743104089,0.0,148.67501240050117,1232569.0000000098,92.44931756935432,7,0,7,10.419718309859157,12.3169014084507,0.05549295774647888,0.03144531249999998,0.000686320608175443,5953.999999999999,0.0003307929179574997,1719589.000000004,3000.000000000001,2954.0,18.125,18.633928571428573,18.125,107.14285714285712,105.5,854726.9999999893,864862.0000000051,0,1939175588,4719.306995729478,4719.306995729478,51956992,423089,5819170,180352,148399.1561253498,3904.222256244912,0.1527918,0.001,0.010737989,-0.26011348,2.9886806,1.8402787,260.0,1.0,0.05,128.0,423089,180352,51956992,1.948392629623413,3.3198864,56.209072,3904.2196968845783,2.4271048360639243e-05,0.0001506703450326971,4.6105164689201045e-05,2.2260826244965367e-05,0.0001732449153562032,0.000103564902580138,0.3182492262579159,0.00032083556104148183,1.6933584451951735e-05,8.068349374122272e-06,9.597357872595642e-05,3.3580193341382e-06,4.9781284655228205e-05,3.7324848697293945e-05,5.747660100680923e-05,1.7093670642651598e-05,9.090622039418858e-06,7.304013013743164e-05,3.9500444254140654e-05,9.519582178285128e-06,4.0908402780543634e-05,1.0510889494976337e-05,0.0014803028864865649,0.0018351019412236806,0.1217041054202585,0.0190566466099571,0.02107285798026296,0.006777441005539247,0.14578821543121476
1,1236666.00000001,False,261,987fb_00000,2026-03-16_01-29-58,1773638998,64.37701535224915,14743.25110244751,1214568,dh-node6,10.199.0.6,14743.25110244751,261,52.84956365737641,2.775206926004154e-05,52.84878625598359,30.80601152226451,22.01068574386127,0.022850531447956332,28.0,260.0,35.16964285714285,0.0,8540.0,669,61.25,0.012161196944877158,29,9.729469169021886,0.0008536522591453733,2.5927658367519535,146.32142857142858,45.53175318662569,0.0006732045822647019,133.73774675955778,2.323401058779154,4097.0,0.005297314479500285,0.0,133.73774675955778,1236666.00000001,91.12423339576468,7,0,7,10.548863636363636,12.306818181818182,0.044204545454545455,0.031445312499999996,0.0006897360356153874,6233.000000000001,0.00033538907791503354,1725822.0000000028,3116.0,3116.9999999999995,17.678571428571423,17.491071428571423,17.678571428571423,111.28571428571426,111.32142857142861,857843.999999989,867978.0000000051,0,1945214566,4713.083925772184,4713.083925772184,52145664,423089,6038978,188672,145657.22914760027,3855.160125243398,0.3164327,0.001,0.010340216,-0.05034349,2.794762,1.7860714,261.0,1.0,0.05,128.0,423089,188672,52145664,1.948392629623413,2.914262,32.632977,3855.154794686381,2.4246450179800025e-05,0.00015056498817453713,4.607691147487956e-05,2.2216033983574393e-05,0.00017310364858600657,0.00010336392020689447,0.320196556106094,0.00032270249570617426,1.731132912102204e-05,8.011721350229432e-06,9.609118260980115e-05,3.390034582692433e-06,4.987327452277314e-05,3.7934150127116725e-05,5.7735638229089304e-05,1.7434963781586696e-05,9.323332967670404e-06,7.401208723025437e-05,3.996870407540572e-05,9.479440039262309e-06,4.1000586830379924e-05,1.0495429711059059e-05,0.001480878389155924,0.001834955630860758,0.12150571967550952,0.01906564025478043,0.020991351820970235,0.0067693088750044855,0.148014329316811
1,1240776.000000011,False,262,987fb_00000,2026-03-16_01-30-36,1773639036,38.53196573257446,14781.783068180084,1214568,dh-node6,10.199.0.6,14781.783068180084,262,52.706256183283124,2.7671218283829112e-05,52.70548013297291,30.721604723071678,21.951781289482817,0.022850855673323397,35.0,261.0,32.8142857142857,0.0,8575.0,450,63.75,0.010283235504934131,35,9.701767719259513,0.0008472118985229152,1.5932836353845365,117.42857142857139,45.57680482568699,0.0006598223142429839,92.41471273609793,2.297411040429567,4110.0,0.005273899117820191,0.0,92.41471273609793,1240776.000000011,91.3390585341302,7,0,7,11.920754716981133,12.328301886792449,0.0649056603773585,0.0314453125,0.0006774881884413064,5147.999999999999,0.0003326604820696915,1730970.000000004,2545.0,2603.0,16.471428571428568,16.34285714285715,16.471428571428568,72.7142857142857,74.3714285714286,860446.9999999884,870523.0000000049,0,1950241096,4707.053086514462,4707.053086514462,52302208,423089,5026530,156544,144889.83453490914,3865.3146942514804,0.19297451,0.001,0.0120173395,0.011229951,4.106806,1.7396092,262.0,1.0,0.05,128.0,423089,156544,52302208,1.948392629623413,4.1591415,30.13126,3865.3089852892945,2.4098167721239317e-05,0.00014915737430890407,4.576924705606102e-05,2.197234579640178e-05,0.00017276803078989617,0.00010244224330249224,0.3193477532057622,0.0003156726180818945,1.6647852496413073e-05,8.116576296503111e-06,9.44217589218462e-05,3.350771966577167e-06,4.851947103953801e-05,3.7207920044745174e-05,5.690438749935806e-05,1.7513528170328586e-05,9.872620653499257e-06,7.264392309462316e-05,3.941835456165035e-05,1.0226411319973934e-05,4.0914301704093154e-05,1.0507957100123339e-05,0.0014793624049681414,0.0018403143528654296,0.1213856180478876,0.019078103971636673,0.020898796921642086,0.006765616164151614,0.14736545728229136
1,1244919.000000012,False,263,987fb_00000,2026-03-16_01-31-19,1773639079,42.20921874046326,14823.992286920547,1214568,dh-node6,10.199.0.6,14823.992286920547,263,52.60114534259095,2.7641427655198623e-05,52.60036757144271,30.66658952512072,21.901704689387856,0.02283234233840244,35.0,262.0,38.607142857142854,0.0,8610.0,533,72.0,0.010592430212047164,34,9.555015919403445,0.0008533670922107618,1.7036846292737342,118.3714285714286,45.51892944377403,0.0006622455513010926,98.54504503682975,2.267097183160843,4143.0,0.005253430160711926,-7.0,98.54504503682975,1244919.000000012,91.77334909908357,7,0,7,11.566666666666668,12.335087719298244,0.05912280701754386,0.031445312499999996,0.0006884333548658152,5221.999999999999,0.00033347284382324464,1736192.0000000051,2526.9999999999995,2695.0,18.142857142857142,20.46428571428572,18.142857142857142,72.20000000000002,77.0,863141.9999999886,873050.000000004,0,1955382559,4701.412555649317,4701.412555649317,52461056,423089,5141463,158848,143730.75114006476,3860.0644924757785,0.43103802,0.001,0.009121476,0.0093432935,3.4689317,1.7948961,263.0,1.0,0.05,128.0,423089,158848,52461056,1.948392629623413,3.531561,35.739986,3860.058545716868,2.4052386241634067e-05,0.00014864975362206844,5.404913036602621e-05,2.1852360355474844e-05,0.00017184540696888907,0.00010253011723741565,0.31797735059380755,0.00031980815648869655,1.693782493832437e-05,8.176020886095954e-06,9.678358562933734e-05,3.41047671510399e-06,4.883293266938817e-05,3.709639638114284e-05,5.7571875102596996e-05,1.726768287910828e-05,9.312302448428147e-06,7.304692909116717e-05,3.9307778988098956e-05,9.608056934673647e-06,4.07803202700288e-05,1.0483606898196213e-05,0.0014755569716886092,0.001844084828700232,0.12101425876915928,0.019089226562434003,0.020786662004225947,0.006742727153631147,0.14649072084847167
1,1249769.000000012,False,264,987fb_00000,2026-03-16_01-32-20,1773639140,60.977869272232056,14884.97015619278,1214568,dh-node6,10.199.0.6,14884.97015619278,264,52.6847684169852,2.7618414609667327e-05,52.68399009952697,30.73067180660953,21.921228638404276,0.02283576015573216,28.0,263.0,37.732142857142854,0.0,8638.0,810,69.75,0.01099542474939364,34,9.481153381537126,0.0008521111208789409,2.7305634464054105,173.21428571428575,45.65491965698893,0.0006488911261465771,158.18981042387708,2.2694541214819446,4849.999999999998,0.005220156874376046,-4.0,158.18981042387708,1249769.000000012,91.66626682992168,7,0,7,9.709638554216868,12.303614457831323,0.057349397590361444,0.03144531249999999,0.0006735168268433479,7379.999999999999,0.0003276216261010505,1743572.0000000058,3618.0000000000005,3761.999999999999,17.732142857142858,20.0,17.732142857142858,129.21428571428575,134.35714285714286,866903.9999999884,876668.0000000037,0,1963836109,4702.898430092824,4702.898430092824,52684160,423089,8453550,223104,143470.92866970453,3849.870062252798,0.24777943,0.001,0.006261678,0.0719157,2.4204905,1.8090463,264.0,1.0,0.05,128.0,423089,223104,52684160,1.948392629623413,2.4268272,19.35601,3849.8646829086642,2.4198694070651102e-05,0.0001480259393997682,5.5452803264514166e-05,2.1746188835806118e-05,0.00017145016029005566,0.00010211995030448707,0.32078771574945153,0.0003124849433429534,1.6712736799503877e-05,7.964940487191357e-06,9.37100402472505e-05,3.346065918755072e-06,4.924957496620359e-05,3.6651656340235686e-05,5.6741297424665264e-05,1.698075655457011e-05,9.087043457696397e-06,7.207153063744584e-05,3.882206809886205e-05,9.436548318036643e-06,4.072197723700148e-05,1.0475991592778359e-05,0.001476071951310034,0.0018427203106726722,0.12144018520032711,0.01913845436733045,0.020738575923290266,0.006764600992805785,0.1488532341014442
1,1255263.000000012,False,265,987fb_00000,2026-03-16_01-33-38,1773639218,78.56184816360474,14963.532004356384,1214568,dh-node6,10.199.0.6,14963.532004356384,265,52.9433744844753,2.763582990521818e-05,52.942592990061634,30.91258189923181,21.997926690930996,0.022831563932748464,21.0,264.0,23.738095238095237,0.0,8659.0,801,57.0,0.012004914821628137,31,9.638866464414422,0.000856145907166738,5.939154652989514,261.61904761904765,45.551386620838926,0.0006504097438324862,236.36266686126552,2.3261696591657035,5494.0,0.005229608481975623,0.0,236.36266686126552,1255263.000000012,90.85282828968468,7,0,7,11.755555555555556,12.328703703703704,0.0549074074074074,0.03144531249999999,0.0006746091017153278,9245.0,0.00032882042706737264,1752817.0000000056,4583.000000000001,4662.0,11.369047619047619,12.369047619047619,11.369047619047619,218.2380952380953,222.0,871565.9999999884,881251.0000000037,0,1975796547,4710.809445791895,4710.809445791895,52962816,423089,11960438,278656,143905.46857185356,3834.63044022012,0.2330668,0.001,0.006850948,-0.042111613,0.7337425,1.8460298,265.0,1.0,0.05,128.0,423089,278656,52962816,1.948392629623413,0.85480726,8.425072,3834.6254138996765,2.4213807826790148e-05,0.00014846485281021864,5.513560052832322e-05,2.178577426095487e-05,0.00017348764281388836,0.00010211380511193165,0.32169938602052023,0.00031417090642424416,1.6970572242805115e-05,7.955129151792148e-06,9.409840136954675e-05,3.265882907725082e-06,5.008001005351266e-05,3.7298277389604065e-05,5.704207640696975e-05,1.709149592594281e-05,9.004868589685774e-06,7.236655022362693e-05,3.9446585012612546e-05,9.492695244370155e-06,4.07400761863133e-05,1.0501491108749169e-05,0.0014781485311326818,0.001838031337902403,0.12227241055738,0.019199299753558805,0.02073296465505456,0.006808440642022546,0.14883533276986316
1,1259546.0000000116,False,266,987fb_00000,2026-03-16_01-34-12,1773639252,33.47025752067566,14997.00226187706,1214568,dh-node6,10.199.0.6,14997.00226187706,266,52.748527074969665,2.779599181011402e-05,52.747743170551495,30.781129960939516,21.93458427160992,0.022784598715047098,49.0,265.0,37.76020408163265,0.0,8708.0,430,73.5,0.011309663123991497,38,9.724434588581344,0.0008652800614128151,1.26076808004469,87.4081632653061,45.55958745895205,0.0006759958327288447,93.81506474075312,2.3431254348826283,4283.0,0.005249320721749948,-12.0,93.81506474075312,1259546.0000000116,90.80924011312625,7,0,7,10.2,12.349999999999996,0.07173913043478264,0.0314453125,0.0006952804699124672,4943.0,0.0003394908060077715,1757760.0000000088,2537.0,2406.0,19.75,18.010204081632654,19.75,51.775510204081655,49.10204081632652,873971.9999999884,883788.0000000037,0,1980859053,4706.531351333976,4706.531351333976,53114112,423089,5062506,151296,144226.69109919993,3867.538863003297,0.25944412,0.001,0.013678081,-0.17820445,5.727666,1.797291,266.0,1.0,0.05,128.0,423089,151296,53114112,1.948392629623413,5.9690847,60.815575,3867.5396921726388,2.4313863437401464e-05,0.0001498365842956296,5.476252518171412e-05,2.17753434567952e-05,0.00017719846543323445,0.0001022017974791988,0.32220270609026774,0.0003250021919415002,1.7271877482969516e-05,8.234701734858662e-06,9.778530029163226e-05,3.4175351179727247e-06,4.889880298498486e-05,3.734354205737376e-05,5.819370000788104e-05,1.748912243106341e-05,9.461556908308099e-06,7.460728811696084e-05,3.9875828997652324e-05,9.67411572301393e-06,4.065505506195975e-05,1.048923592609338e-05,0.0014748401064069133,0.001843850042312594,0.12187251549250491,0.019211310935709526,0.02061633625793211,0.006787520576105835,0.1498629159709627
1,1264249.0000000107,False,267,987fb_00000,2026-03-16_01-34-52,1773639292,40.17133569717407,15037.173597574234,1214568,dh-node6,10.199.0.6,15037.173597574234,267,52.6226167878191,2.7706731815468595e-05,52.6218341886864,30.69236558492048,21.897464382574285,0.02275532568811318,35.0,266.0,42.51428571428572,0.0,8743.0,713,63.75,0.009761405853131327,31,9.439207700912839,0.0008664750158540629,1.777124188906913,134.3714285714286,45.834249355454226,0.0006554245985458836,103.03760730839768,2.3010515604290456,4703.0,0.005248389841679246,0.0,103.03760730839768,1264249.0000000107,92.51452133747682,7,0,7,11.394444444444446,12.329629629629624,0.06777777777777778,0.0314453125,0.0006817677700661613,5790.999999999999,0.00033458593507392604,1763551.0000000098,3177.0000000000005,2614.0,21.57142857142857,20.94285714285714,21.57142857142857,90.77142857142856,74.6857142857143,876585.9999999887,886965.000000004,0,1987320975,4706.496037820636,4706.496037820636,53289984,423089,6461922,175872,145051.53245169835,3892.8745962881076,0.34320092,0.001,0.011782582,-0.11572962,4.6548634,1.8099872,267.0,1.0,0.05,128.0,423089,175872,53289984,1.948392629623413,4.8381357,45.64523,3892.8705900105383,2.4287827688389028e-05,0.00015057077903948027,5.422865358889513e-05,2.1732949453895375e-05,0.0001771647960952084,0.00010447214839446113,0.32150826964923085,0.0003169598405987645,1.678305361240829e-05,8.143880866050072e-06,9.606957748688523e-05,3.396652248135317e-06,4.827971562891311e-05,3.663652190606438e-05,5.743709770575054e-05,1.7211120395676093e-05,9.566121522924618e-06,7.334793651579668e-05,3.897691311307228e-05,9.519068872604849e-06,4.065554369918872e-05,1.0583981873927021e-05,0.0014768139746990949,0.001843088973349938,0.12184595976684855,0.019178262816355093,0.020542034546669072,0.006789413929532427,0.149298850090405
1,1270072.0000000112,False,268,987fb_00000,2026-03-16_01-36-11,1773639371,78.77968573570251,15115.953283309937,1214568,dh-node6,10.199.0.6,15115.953283309937,268,52.884036808872445,2.7754223429648093e-05,52.88325184731822,30.87578983316158,21.975482820769905,0.02273929428166525,28.0,267.0,27.232142857142847,0.0,8771.0,755,75.25,0.011136399405251133,38,9.363344238496683,0.0008686193851504722,3.785875272138844,207.96428571428575,45.86640030158634,0.0006726460295384391,173.23729258107286,2.305878527177792,5822.999999999998,0.005252226440909534,-3.0,173.23729258107286,1270072.0000000112,92.21277186283955,7,0,7,10.487962962962964,12.315740740740743,0.05388888888888889,0.03144531249999999,0.0006988442886191175,9026.0,0.000338700531221411,1772577.0000000093,4531.0,4495.000000000001,14.035714285714283,13.196428571428577,14.035714285714283,161.82142857142858,160.53571428571425,881080.9999999893,891496.0000000033,0,1999718142,4717.661077442429,4717.661077442429,53562496,423089,12397167,272512,145664.4617416328,3871.127241958507,0.14578503,0.001,0.0092809,-0.04515451,2.5159054,1.7137411,268.0,1.0,0.05,128.0,423089,272512,53562496,1.948392629623413,2.628664,20.624157,3871.122500162308,2.4254406087471008e-05,0.00015057128603131317,5.368874675146393e-05,2.180956329527163e-05,0.00017710243905928494,0.00010620234304039868,0.32219856706252925,0.0003259022652322463,1.7227646801060885e-05,8.760244084233439e-06,9.78574339321233e-05,3.418497049040762e-06,5.051954557975946e-05,3.8116667723427066e-05,5.8495424852011585e-05,1.7820912162176642e-05,9.473533955283065e-06,7.458913543075353e-05,3.980214947436234e-05,9.728821083413148e-06,4.066052806638723e-05,1.0637861548427869e-05,0.001477642084092903,0.001842070192916933,0.12249417698822515,0.019238225888562062,0.020529255989364673,0.006830485560578559,0.14925238439906602
1,1274613.0000000107,False,269,987fb_00000,2026-03-16_01-37-00,1773639420,49.116698026657104,15165.069981336594,1214568,dh-node6,10.199.0.6,15165.069981336594,269,52.84623577365225,2.774822226181937e-05,52.84545088930515,30.85537657649077,21.958163128133492,0.022680507109298684,35.0,268.0,38.89999999999999,0.0,8806.0,690,64.25,0.011312325677596062,29,9.532090197633242,0.0008719647185726877,1.8339264026843014,129.7428571428572,45.823613047377414,0.0006601630890907041,135.13930129616435,2.328345269773458,4541.0,0.005265804231537635,-4.0,135.13930129616435,1274613.0000000107,91.47551181721195,7,0,7,10.59850746268657,12.34328358208955,0.05522388059701493,0.03144531249999999,0.0006832096842523845,5980.000000000001,0.00033115595864797233,1778557.0000000098,3130.0000000000005,2850.0000000000005,19.828571428571426,19.071428571428573,19.828571428571426,89.4285714285714,81.42857142857142,883930.9999999896,894626.0000000035,0,2006157280,4715.8944666680045,4715.8944666680045,53744000,423089,6439138,181504,144929.78411193387,3862.1613974257693,0.16420788,0.001,0.009265242,-0.058958203,3.9603412,1.7480648,269.0,1.0,0.05,128.0,423089,181504,53744000,1.948392629623413,4.08865,55.49257,3862.1586952758166,2.4366413158595278e-05,0.0001514151568035474,5.3449314761922645e-05,2.211086522427473e-05,0.00017785131547890442,0.00010618262281684808,0.3253748830613004,0.00032013121820953267,1.6872551711443594e-05,8.010603569886024e-06,9.571284095456515e-05,3.379464470427687e-06,4.943229233915973e-05,3.716272579593583e-05,5.753568103758144e-05,1.714269431005985e-05,9.115387462538016e-06,7.316170085298197e-05,3.9515439709948225e-05,9.38919110592871e-06,4.05962443678619e-05,1.0629441769648084e-05,0.0014772521639495567,0.0018428066799322821,0.1225747258085092,0.01921303264894296,0.020431561259245046,0.006834568625199675,0.15246745400493245
