iteration,steps,env_steps,internal_ticks,avg_inference_ms,score_red
1,212,212,600,0.2659989807468194,0.0
2,258,258,600,0.23872565287045944,0.0
3,259,259,600,0.24025980678815692,3.0
4,255,255,600,0.2437975618950898,0.0
5,277,277,600,0.24759692404373193,6.0
6,270,270,600,0.24432448063952483,0.0
7,227,227,600,0.24393746071923386,0.0
8,217,217,600,0.23915636462762077,3.0
9,260,260,600,0.2354188644384489,5.0
10,228,228,601,0.23642686432344293,0.0
11,262,262,600,0.23751541207365642,0.0
12,265,265,600,0.23746541796290144,0.0
13,275,275,600,0.2370984264233577,0.0
14,265,265,600,0.23857516626390027,0.0
15,258,258,600,0.23674817155983488,5.0
16,250,250,600,0.23712244971344867,3.0
17,266,266,600,0.23494240202258784,0.0
18,269,269,600,0.23565235469176107,0.0
19,277,277,600,0.23850866766758144,5.0
20,247,247,600,0.23642572161463118,0.0
21,266,266,600,0.23673494267307854,0.0
22,258,258,600,0.2369645353354199,5.0
23,267,267,600,0.23707071668468416,3.0
24,245,245,600,0.23841730108226303,0.0
25,291,291,600,0.23625858171013658,0.0
26,205,205,600,0.2369313086900446,0.0
27,254,254,600,0.23763320318432557,0.0
28,262,262,600,0.23596981552496454,3.0
29,274,274,600,0.23639978321849323,0.0
30,243,243,600,0.23593835507061883,0.0
31,282,282,600,0.2360622349538301,0.0
32,307,307,600,0.23651068231889177,0.0
33,271,271,600,0.2367553256806873,0.0
34,282,282,600,0.23732146417552774,0.0
35,241,241,600,0.2381541079185048,0.0
36,263,263,600,0.23696424077021194,0.0
37,286,286,600,0.2366720698773861,0.0
38,201,201,600,0.2391778178653627,0.0
39,242,242,600,0.2363345184777346,5.0
40,267,267,600,0.23523289652616247,0.0
41,269,269,600,0.23535533842665177,3.0
42,253,253,600,0.23686849633922846,5.0
43,261,261,600,0.23548839457124193,3.0
44,278,278,601,0.23748844080133202,0.0
45,235,235,600,0.23559861784351283,0.0
46,246,246,600,0.23705459835296933,0.0
47,249,249,600,0.2382600145852741,0.0
48,253,253,600,0.2359400192896525,0.0
49,239,239,600,0.2360283949617612,0.0
50,276,276,601,0.23712029813243876,0.0
51,269,269,600,0.23612910073094812,0.0
52,256,256,600,0.23518375298179733,0.0
53,239,239,600,0.2369607908127571,0.0
54,289,289,600,0.23620847557018051,0.0
55,271,271,600,0.2363518089849568,0.0
56,249,249,600,0.2364761016347952,0.0
57,278,278,600,0.23615726015784524,0.0
58,234,234,600,0.23666354065591638,0.0
59,274,274,600,0.23525031084132123,3.0
60,267,267,600,0.23609683684214136,0.0
61,255,255,600,0.23551400739270206,0.0
62,281,281,600,0.2367557382456024,0.0
63,255,255,600,0.23514148554617953,0.0
64,274,274,600,0.23613648702485643,0.0
65,273,273,600,0.23716207071664228,3.0
66,262,262,600,0.23810135728263204,0.0
67,268,268,601,0.2355450668778175,0.0
68,237,237,600,0.23706019034280498,0.0
69,254,254,600,0.2367111523785899,0.0
70,252,252,600,0.23680956303652098,0.0
71,259,259,600,0.23599404805493587,0.0
72,240,240,600,0.23632518894655602,0.0
73,287,287,600,0.23628227628659512,0.0
74,251,251,600,0.23606673333068823,0.0
75,250,250,600,0.2385501530491858,0.0
76,267,267,600,0.2379697506074552,3.0
77,264,264,601,0.23718361532495869,3.0
78,228,228,600,0.23799068731023,0.0
79,278,278,601,0.23548304491592217,0.0
80,225,225,600,0.23705757255684076,0.0
81,248,248,600,0.2366814801430369,0.0
82,230,230,600,0.23723423088851728,0.0
83,306,306,600,0.23548057195076272,0.0
84,253,253,600,0.2387761470994779,0.0
85,253,253,600,0.23628205470612776,3.0
86,277,277,600,0.236474061957455,0.0
87,224,224,600,0.237459374161867,0.0
88,251,251,600,0.23692893687069627,0.0
89,261,261,600,0.23725338838387777,0.0
90,264,264,600,0.23887300955467536,0.0
91,266,266,600,0.23565078302035256,0.0
92,220,220,600,0.23639317630797393,0.0
93,219,219,600,0.2393503173077402,5.0
94,242,242,600,0.23564618970283588,0.0
95,264,264,600,0.2367316454744799,0.0
