num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/num_env_steps_sampled,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_return_min,env_runners/episode_len_mean,env_runners/episode_len_min,env_runners/connector_pipeline_timer,env_runners/sample,env_runners/episode_len_max,env_runners/time_between_sampling,env_runners/env_to_module_sum_episodes_length_in,env_runners/num_episodes,env_runners/env_to_module_sum_episodes_length_out,env_runners/env_reset_timer,env_runners/env_step_timer,env_runners/episode_return_max,env_runners/episode_duration_sec_mean,env_runners/red_team_score_mean,env_runners/episode_return_mean,env_runners/blue_team_score_mean,env_runners/weights_seq_no,env_runners/num_episodes_lifetime,env_runners/rlmodule_inference_timer,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled_lifetime/red_robot_0,env_runners/num_agent_steps_sampled_lifetime/red_robot_1,env_runners/module_episode_returns_mean/shared_policy,env_runners/agent_episode_returns_mean/red_robot_1,env_runners/agent_episode_returns_mean/red_robot_0,env_runners/num_module_steps_sampled/shared_policy,env_runners/num_module_steps_sampled_lifetime/shared_policy,env_runners/num_agent_steps_sampled/red_robot_1,env_runners/num_agent_steps_sampled/red_robot_0,env_runners/agent_steps/red_robot_1,env_runners/agent_steps/red_robot_0,learners/shared_policy/curr_kl_coeff,learners/shared_policy/num_trainable_parameters,learners/shared_policy/module_train_batch_size_mean,learners/shared_policy/total_loss,learners/shared_policy/mean_kl_loss,learners/shared_policy/curr_entropy_coeff,learners/shared_policy/num_module_steps_trained_lifetime,learners/shared_policy/vf_loss,learners/shared_policy/diff_num_grad_updates_vs_sampler_policy,learners/shared_policy/policy_loss,learners/shared_policy/weights_seq_no,learners/shared_policy/vf_explained_var,learners/shared_policy/entropy,learners/shared_policy/num_module_steps_trained,learners/shared_policy/default_optimizer_learning_rate,learners/shared_policy/vf_loss_unclipped,learners/shared_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,env_runners/timers/connectors/add_observations_from_episodes_to_batch,env_runners/timers/connectors/numpy_to_tensor,env_runners/timers/connectors/add_states_from_episodes_to_batch,env_runners/timers/connectors/agent_to_module_mapping,env_runners/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/module_to_agent_unmapping,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/agent_to_module_mapping,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/agent_to_module_mapping,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation
1,615819.9999999992,False,130,65da7_00000,2026-03-18_19-46-03,1773877563,56.65252351760864,7364.638131856918,1835406,dh-node2,10.199.0.2,7364.638131856918,130,60.01389053764847,2.898609404039792e-05,60.01311342152202,30.58985615715072,29.390095688234254,0.02415206738903329,4599.0,615819.9999999992,-9.0,164.25,38,0.0009049705856773065,2.0245188093655413,889,9.027278475139042,161.85561068657074,28.0,161.85561068657074,0.00540586711623299,0.01130407135437172,66.25,2.5519473652322113,44.61564121978098,32.91964285714285,0.0,129.0,4263.0,0.0005792021884315463,92.30448679638052,7,0,7,3.4584415584415584,13.0,0.06272727272727273,0.025325520833333337,0.0006212730481757218,0.00030409515520505497,420988.00000000186,428689.9999999988,16.919642857142858,16.919642857142858,16.0,7302.999999999999,849678.000000003,3593.999999999999,3709.0000000000005,128.35714285714286,132.46428571428575,1.7085938453674316,423089,128.0,1.4880264,0.009622911,0.05,25449600,1.6074196,1.0,-0.043382272,130.0,0.25892287,1.8490541,220800,0.001,18.408411,3921.655205523585,220800,4704.985601497585,0,423089,4704.985601497585,25449600,943939349,7933275,137894.41585580958,3921.6585590463683,0.00010685906653136022,0.00018588602193812839,2.420552867430333e-05,2.415419995535894e-05,5.235571369390852e-05,0.00016321942816016461,0.3493117078761638,7.304800440281249e-06,1.5820131327731683e-05,3.463738186225495e-05,9.060814280795066e-05,0.00028354799355908785,4.6877927763305226e-05,2.942844390495574e-06,1.530755744097087e-05,1.0567555710231516e-05,5.358878475789142e-05,3.590260782507792e-05,6.54541600713723e-05,8.589934936747872e-06,0.0021503875678969835,0.1400377202717739,0.018152161475909572,1.1215158913267606e-05,0.006899490142122483,0.1362357230543148,0.0018639904700070264,5.838342148276046e-05,0.043346482359844056
1,620021.9999999991,False,131,65da7_00000,2026-03-18_19-46-44,1773877604,40.618727684020996,7405.256859540939,1835406,dh-node2,10.199.0.2,7405.256859540939,131,59.81973552726088,2.8966372525986906e-05,59.818954546225726,30.49953249898821,29.286206896049894,0.024178161805267266,4202.0,620021.9999999991,0.0,150.07142857142858,33,0.0009025885110043871,2.037954454078417,677,9.129094588683474,142.08231640540902,28.0,142.08231640540902,0.005388115939366282,0.009559998931206796,69.75,1.9328812501459784,44.44630916788458,28.875,0.0,130.0,4291.0,0.0005683868085914845,92.34973260681313,7,0,7,3.669642857142857,13.0,0.06535714285714286,0.025325520833333334,0.0006112716426370455,0.0002987935227016748,423999.00000000175,431471.9999999986,14.151785714285717,14.151785714285717,14.723214285714283,5792.999999999999,855471.000000003,2781.999999999999,3011.0,99.35714285714288,107.53571428571426,1.7085938453674316,423089,128.0,3.7315872,0.0194328,0.05,25625088,3.79232,1.0,-0.013481579,131.0,0.123369396,1.6090773,175488,0.001,30.361677,3940.2599130384447,175488,4699.955745482609,0,423089,4699.955745482609,25625088,949700291,5760942,138047.47089691795,3940.264433763922,0.00010621555224687819,0.00018629025332149934,2.4076117052577085e-05,2.410333473081135e-05,5.254980397336367e-05,0.00016266173944302394,0.348383343588479,7.220940682688861e-06,1.582089924283278e-05,3.403007122488353e-05,8.836372831765394e-05,0.0002789793992019124,4.57350713462155e-05,2.98763240707119e-06,1.519641141533822e-05,8.970002597756619e-06,5.2581149835072826e-05,3.499634784940383e-05,6.424587378680942e-05,8.455634894685663e-06,0.0021476962499004087,0.13958478159874876,0.018127008041328583,1.121076134601794e-05,0.006894188498681307,0.13609764826356976,0.001862122064374501,5.849868455856797e-05,0.04304418763398412
1,625099.9999999981,False,132,65da7_00000,2026-03-18_19-47-37,1773877657,52.82883405685425,7458.085693597794,1835406,dh-node2,10.199.0.2,7458.085693597794,132,59.749630302657664,2.885644940101495e-05,59.748848792314654,30.497232316462107,29.21834582626813,0.024187168201596717,5077.999999999999,625099.9999999981,-10.75,120.90476190476191,31,0.0008996489671281018,2.0163499608040807,740,9.006779491540247,96.72193533608439,42.0,96.72193533608439,0.005376468926674896,0.009615822250667974,66.0,1.6378747651885666,44.39369848878444,34.0595238095238,0.0,131.0,4333.0,0.0005935953325246655,92.87472551580589,7,0,7,3.5499999999999994,13.0,0.06291666666666668,0.025325520833333334,0.0006407236718832985,0.0003142717533124809,427211.0000000018,434893.9999999988,16.440476190476197,16.440476190476197,17.619047619047624,6634.0,862105.0000000014,3422.0,3212.0,81.47619047619045,76.4761904761905,1.7085938453674316,423089,128.0,3.3572748,0.010519142,0.05,25826688,3.5105195,1.0,-0.084905565,132.0,0.16760492,1.7262452,201600,0.001,53.47122,3933.8908157955843,201600,4703.736188027782,0,423089,4703.736188027782,25826688,957698141,7997850,138708.3059726921,3933.8945782156543,0.00010576110554089553,0.0001855423424058554,2.398169942556151e-05,2.4083382065180864e-05,5.256168797524337e-05,0.00016242120801257813,0.3507982641346315,7.754828498193264e-06,1.6142143058950837e-05,3.562209911590179e-05,9.287571938719812e-05,0.0002910532611835303,4.658774999638665e-05,3.173878566478531e-06,1.5941551312750777e-05,9.014545786125633e-06,5.464481808473777e-05,3.604264310187068e-05,6.78561078383824e-05,9.201781824160336e-06,0.0021469903372957973,0.14212905926305552,0.018164628149177166,1.1205984002669323e-05,0.006899796326866512,0.13620354572101448,0.0018676132042827094,5.852313192274629e-05,0.042761511986409526
1,630470.9999999981,False,133,65da7_00000,2026-03-18_19-48-47,1773877727,69.87944102287292,7527.9651346206665,1835406,dh-node2,10.199.0.2,7527.9651346206665,133,59.85076512085395,2.874016095685717e-05,59.84998421071426,30.625626487741687,29.191123451303998,0.024138125619995864,5370.999999999999,630470.9999999981,0.0,153.45714285714286,30,0.0008947431107593,2.011446012963416,871,8.964653964807047,129.79577049934707,35.0,129.79577049934707,0.005339060080304497,0.010269987569249083,63.25,2.354801135789603,44.41147485930649,35.57142857142856,0.0,132.0,4368.0,0.000576138583496578,92.30337716851147,7,0,7,3.3273684210526318,13.0,0.05115789473684211,0.025325520833333337,0.0006185467316058694,0.0003031949632210025,431058.0000000015,439117.99999999895,17.864285714285707,17.864285714285707,17.707142857142856,8071.000000000001,870176.0000000016,4224.0,3846.9999999999995,120.6857142857143,109.91428571428568,1.7085938453674316,423089,128.0,2.5599146,0.007982056,0.05,26071040,2.6646156,1.0,-0.026460372,133.0,0.22013736,1.8375758,244352,0.001,24.678358,3911.8928249655805,244352,4710.408826147504,0,423089,4710.408826147504,26071040,967951380,10253239,139103.3202011328,3911.8961658231597,0.00010541661646906256,0.00018415161932059323,2.3771762464020415e-05,2.39694509366898e-05,5.2143843935907023e-05,0.00016182659223768365,0.3497279283060445,7.390031327920139e-06,1.5837629467725913e-05,3.4484330423385346e-05,8.955119719722614e-05,0.00028185333837564243,4.606930739336096e-05,2.995555267711107e-06,1.5597746128838764e-05,8.842020859914146e-06,5.3530748019461934e-05,3.571920181409262e-05,6.572674167836944e-05,8.62019044362518e-06,0.00214582761532588,0.14160418435759112,0.018132633647478597,1.1179694315151841e-05,0.0068960967234389554,0.13599099184532834,0.0018623979616985385,5.872286117892061e-05,0.04247208373016899
1,635765.999999998,False,134,65da7_00000,2026-03-18_19-49-43,1773877783,56.31185793876648,7584.276992559433,1835406,dh-node2,10.199.0.2,7584.276992559433,134,59.81523558930464,2.8623866587309826e-05,59.81445617426717,30.641900832186984,29.139311541561227,0.024133622553985504,5295.000000000001,635765.999999998,-1.75,151.28571428571425,36,0.0008892849217348933,2.0248348033940133,775,9.069753801145504,129.28959604471962,35.0,129.28959604471962,0.005289550914942325,0.010123675295794304,77.0,2.0890909061767156,44.413430704867324,32.91428571428571,0.0,133.0,4403.0,0.00056026797252228,92.18924438678239,7,0,7,3.5428571428571423,13.0,0.06545454545454546,0.025325520833333337,0.0006049728172011712,0.0002967150481860086,434706.00000000175,442986.99999999884,16.078571428571426,16.078571428571426,16.835714285714285,7516.999999999999,877693.0000000021,3868.9999999999995,3647.9999999999995,110.54285714285717,104.22857142857146,1.7085938453674316,423089,128.0,3.1678877,0.0148158865,0.05,26298752,3.2794776,1.0,-0.048414357,134.0,0.059806705,1.7698015,227712,0.001,40.079113,3918.38321021294,227712,4716.254737886029,0,423089,4716.254737886029,26298752,977371185,9419805,140507.8739217822,3918.384061041894,0.00010455960424660395,0.0001827253448329238,2.355195166417608e-05,2.3812331166664683e-05,5.189938713087855e-05,0.00016071318190735416,0.349485491296875,7.305500939719298e-06,1.56458077534799e-05,3.4056754755282335e-05,8.719594288381284e-05,0.0002737344827074637,4.5985135053636434e-05,2.9544912420194958e-06,1.5001045989343985e-05,8.602879377301187e-06,5.2397136118758964e-05,3.48070301085453e-05,6.411839285010367e-05,8.459550032856121e-06,0.002147143687208076,0.141409460293288,0.01812798670986832,1.1169406876020537e-05,0.006912112417223593,0.13619380627782668,0.0018616731218658296,5.873747184129942e-05,0.04221072970607993
1,640397.9999999984,False,135,65da7_00000,2026-03-18_19-50-28,1773877828,45.11627984046936,7629.393272399902,1835406,dh-node2,10.199.0.2,7629.393272399902,135,59.668108428128235,2.853980873916e-05,59.667329581123255,30.565801494695034,29.068264085755498,0.024155470316145098,4632.0,640397.9999999984,0.0,165.42857142857142,33,0.0008858377814338238,2.0600470682782905,602,9.149129161702442,139.98762511232363,28.0,139.98762511232363,0.005262169543614746,0.011003098710460419,57.0,2.517062205571814,44.36940693888592,36.464285714285715,0.0,134.0,4431.0,0.0005843664671297226,92.49416639073277,7,0,7,3.990322580645161,13.0,0.06387096774193549,0.02532552083333334,0.0006339110223139934,0.0003066109375941036,438086.0000000019,446499.99999999907,18.794642857142854,18.794642857142854,17.669642857142858,6893.0,884586.0000000021,3513.0,3380.0,125.46428571428574,120.71428571428574,1.7085938453674316,423089,128.0,2.2045205,0.009653109,0.05,26507264,2.1222131,1.0,0.1540657,135.0,0.30241722,1.7650361,208512,0.001,18.721333,3953.3999404074143,208512,4715.412190507169,0,423089,4715.412190507169,26507264,984916713,7545528,141839.4398377573,3953.403979243788,0.00010402938557378811,0.0001819100852207049,2.3360771493818584e-05,2.3680305484863748e-05,5.1482385041220105e-05,0.00015973105043072625,0.3506940536133724,7.565948223848695e-06,1.6286372000863524e-05,3.517742871936365e-05,9.108808923464155e-05,0.0002887060976871717,4.737494350276246e-05,3.01219863680151e-06,1.5620356993823195e-05,8.819463872277692e-06,5.3872176901878395e-05,3.5680623294934245e-05,6.637792780207409e-05,8.76224867010758e-06,0.002142037017552141,0.14321164850882154,0.018115632743713212,1.112988565018016e-05,0.0069142923435355375,0.13592418422508398,0.0018592995411049111,5.852482407400871e-05,0.04190610928731736
1,645399.9999999988,False,136,65da7_00000,2026-03-18_19-51-22,1773877882,53.349523305892944,7682.742795705795,1835406,dh-node2,10.199.0.2,7682.742795705795,136,59.604740046477595,2.856387051686163e-05,59.60395979569107,30.575352728470616,28.995334846226754,0.024143873051989024,5002.000000000001,645399.9999999988,0.0,142.91428571428565,29,0.0008915445010518349,2.0528219066243922,812,9.107906675519976,125.7022326923354,35.0,125.7022326923354,0.005305040570616287,0.010226831167796756,72.75,2.026905317750892,44.60830670637884,36.857142857142854,0.0,135.0,4466.0,0.0005951690497940046,92.51956244196798,7,0,7,3.583561643835616,13.0,0.06657534246575343,0.025325520833333334,0.000644617582208424,0.000311481940968211,441231.0000000021,450293.9999999987,16.21428571428572,16.21428571428572,20.642857142857146,6939.0,891525.0000000009,3794.0000000000005,3144.9999999999995,108.40000000000003,89.85714285714288,1.7085938453674316,423089,128.0,3.6048627,0.01203971,0.05,26717568,3.6974182,1.0,-0.028152756,136.0,0.12621492,1.699477,210304,0.001,31.476597,3952.1784145222164,210304,4718.278068602098,0,423089,4718.278068602098,26717568,993134999,8218286,142424.2962991671,3952.1827477393845,0.00010485043563585129,0.00018297386138704138,2.3413234566531886e-05,2.3745575150594516e-05,5.151877961355246e-05,0.00016039495147606478,0.3501969658861389,7.80181914964146e-06,1.6403233573353654e-05,3.5477494106387817e-05,9.295056561103243e-05,0.000295200054660504,4.7055971112199596e-05,3.1107220639573673e-06,1.572470318930385e-05,8.968854624732029e-06,5.432640611816528e-05,3.590298204625963e-05,6.77226550545593e-05,8.901503247785283e-06,0.002142341273798548,0.14290080647080192,0.01810947001417844,1.1124743597345905e-05,0.006920887831496924,0.13600043153445998,0.001858205393722343,5.8700247515924434e-05,0.04164537670619638
1,649634.9999999986,False,137,65da7_00000,2026-03-18_19-51-55,1773877915,33.21013355255127,7715.952929258347,1835406,dh-node2,10.199.0.2,7715.952929258347,137,59.340652144826194,2.8553419006040394e-05,59.339869760634855,30.43161442915937,28.87504639068664,0.024080984332947496,4235.0,649634.9999999986,-4.75,121.0,32,0.0008878317890217541,2.036090526354526,502,9.015375844420882,92.85518512625572,35.0,92.85518512625572,0.005294924183588522,0.008940266002245754,72.0,1.4669880618873454,44.682826758276576,37.26428571428572,0.0,136.0,4501.0,0.0005837941621505406,93.45694262507232,7,0,7,3.98,13.0,0.07066666666666667,0.025325520833333337,0.0006407720790976156,0.00031077358260130425,443652.00000000215,452893.9999999986,18.357142857142854,18.357142857142854,18.90714285714285,5020.999999999999,896546.0000000012,2600.0,2421.000000000001,74.28571428571429,69.17142857142858,1.7085938453674316,423089,128.0,4.5687075,0.011041142,0.05,26870400,4.6577444,1.0,-0.025846228,137.0,0.2438407,1.6411116,152832,0.001,45.675156,3984.357528064122,152832,4713.445287916077,0,423089,4713.445287916077,26870400,998191589,5056590,142905.88825463806,3984.3561133998023,0.00010437550503650387,0.00018259412933107982,2.3248591631538667e-05,2.3600968743556894e-05,5.110860049999201e-05,0.00015963954598381704,0.34907509686960847,7.830262061934905e-06,1.610229303564204e-05,3.578002077263395e-05,9.250992557489294e-05,0.0002928667587977872,4.596633311245878e-05,3.165440324204219e-06,1.5670512743086858e-05,8.923401507545677e-06,5.382845705341214e-05,3.578215511593335e-05,6.690211788072687e-05,8.949357096141606e-06,0.002139801068873468,0.14228657472424167,0.018122935254173623,1.1125538923711561e-05,0.006907493413101884,0.1357927710901873,0.0018604794613400904,5.898885589896717e-05,0.04134631099013763
1,654156.9999999984,False,138,65da7_00000,2026-03-18_19-52-43,1773877963,48.50002574920654,7764.452955007553,1835406,dh-node2,10.199.0.2,7764.452955007553,138,59.232098089807515,2.8432961742330585e-05,59.23131611649827,30.403667017888278,28.794434905959562,0.024101857488007028,4522.0,654156.9999999984,0.0,161.5,45,0.0008880731897556851,2.0503787974658545,731,8.960870703855825,144.3357252112194,28.0,144.3357252112194,0.0052822016322568565,0.00996243588594166,68.25,2.4049429314909503,44.75564187032626,33.214285714285715,0.0,137.0,4529.0,0.0005594402261362683,93.84497507093482,7,0,7,3.68030303030303,13.0,0.065,0.025325520833333337,0.000610360162902437,0.00029993769353920194,446966.00000000215,456208.99999999854,14.723214285714283,14.723214285714283,18.491071428571427,6629.0,903175.0000000009,3315.000000000001,3313.999999999999,118.39285714285712,118.35714285714288,1.7085938453674316,423089,128.0,2.8112836,0.010149336,0.05,27070976,2.8969665,1.0,-0.014579881,138.0,0.3822835,1.768884,200576,0.001,20.826202,3991.8285615546847,200576,4711.530835036917,0,423089,4711.530835036917,27070976,1005277563,7085974,143062.49693177312,3991.830305299944,0.00010479074253347448,0.00018282625215222946,2.3163990018687434e-05,2.356494930518034e-05,5.102150902127466e-05,0.00015958808928571736,0.34770147460372425,7.356376490688767e-06,1.5653619346644213e-05,3.42405747728836e-05,8.828951143249265e-05,0.0002758385484207609,4.57519847330007e-05,3.0431810192406537e-06,1.543822503189423e-05,8.698758116472994e-06,5.247520966705032e-05,3.4855374667194416e-05,6.479005113187079e-05,8.66416050163648e-06,0.0021329490781412026,0.14168744271841677,0.01806626811203527,1.1091816138811185e-05,0.006891477849227826,0.135408764201429,0.0018530806985036542,5.881329878358531e-05,0.041044894540160345
1,658657.9999999991,False,139,65da7_00000,2026-03-18_19-53-42,1773878022,58.56790828704834,7823.020863294601,1835406,dh-node2,10.199.0.2,7823.020863294601,139,59.22526533764682,2.831960432315519e-05,59.22448337608106,30.469768419531395,28.721492706872098,0.0241051613229803,4501.000000000001,658657.9999999991,0.0,128.59999999999997,28,0.0008880158000728112,2.0361981608189383,874,8.924533728867958,111.59025150125738,35.0,111.59025150125738,0.005279833344295826,0.011194003145309009,64.25,1.9778924043290325,44.87191774878568,38.07142857142856,0.0,138.0,4564.0,0.0005893206752631383,93.03894994360212,7,0,7,3.3237499999999995,13.0,0.05,0.02532552083333333,0.0006359287441590404,0.00031211163766454964,450303.0000000022,459466.99999999837,20.12857142857143,20.12857142857143,17.942857142857143,6595.0,909770.0000000007,3258.0000000000005,3337.0,93.08571428571432,95.34285714285714,1.7085938453674316,423089,128.0,2.252814,0.011471283,0.05,27271040,2.2711735,1.0,0.052372813,139.0,0.4392029,1.8066428,200064,0.001,21.134846,3962.944951589201,200064,4709.4255266865475,0,423089,4709.4255266865475,27271040,1012312626,7035063,141912.17098865853,3962.9448872514213,0.00010486057752067594,0.00018284534399238587,2.3268118751483397e-05,2.3511415619307808e-05,5.074314185906987e-05,0.00015935689706494626,0.34994871786610005,7.841743232915184e-06,1.614887116153636e-05,3.5486719822164025e-05,9.176664528755718e-05,0.00028871531468764946,4.6638466133463205e-05,3.1922578015441886e-06,1.6060405123673153e-05,8.998820808556251e-06,5.439034281696631e-05,3.594361400103034e-05,6.730648784095261e-05,9.02054665247092e-06,0.0021303787569755955,0.14401491565214905,0.018078300942419925,1.1101667232286335e-05,0.006897093393771563,0.13560610768816994,0.0018572352703085193,5.9004221786028175e-05,0.040748832663656226
1,663404.999999999,False,140,65da7_00000,2026-03-18_19-54-50,1773878090,67.69143271446228,7890.712296009064,1835406,dh-node2,10.199.0.2,7890.712296009064,140,59.30978651719967,2.8235068698314866e-05,59.309005112470174,30.595419156187013,28.680400985273298,0.02409020658851006,4747.000000000001,663404.999999999,0.0,226.0476190476191,35,0.0008889579878392554,2.0663307173305947,898,9.0710334474521,210.1602538675623,21.0,210.1602538675623,0.005280367850395616,0.01143758266501528,56.5,3.6783639505461214,44.853439112461544,26.309523809523803,0.0,139.0,4585.0,0.0005717821211922565,92.05894095952786,7,0,7,3.2537634408602147,13.0,0.05494623655913978,0.025325520833333334,0.0006118688237852899,0.0002988073455322079,454045.00000000227,463389.9999999985,11.369047619047619,11.369047619047619,14.940476190476197,7665.0,917435.0000000006,3923.0,3742.0,186.80952380952382,178.19047619047618,1.7085938453674316,423089,128.0,1.1598461,0.0059212567,0.05,27502336,1.260775,1.0,-0.01919661,140.0,0.27548492,1.836988,231296,0.001,14.326956,3935.497778801394,231296,4709.801271419682,0,423089,4709.801271419682,27502336,1020890455,8577829,141147.13270261342,3935.4976566808386,0.00010519622248490175,0.00018339138654535793,2.3477126695967918e-05,2.3506106179908787e-05,5.0608681378425e-05,0.00015965986380244264,0.3500591839353811,7.301153869284027e-06,1.594282377950132e-05,3.454275819079745e-05,8.75487094936368e-05,0.000277442228689471,4.7459507684230864e-05,2.952219868644554e-06,1.540943057453588e-05,8.748328528379924e-06,5.281056837490615e-05,3.536234950435711e-05,6.439249064920676e-05,8.464979534847913e-06,0.002133701131308983,0.1438780479630355,0.01814892762382286,1.1097859758140331e-05,0.006918420451243745,0.1359969914802254,0.0018542433156360132,5.903232164400455e-05,0.04051284689553414
1,667683.9999999992,False,141,65da7_00000,2026-03-18_19-55-21,1773878121,31.20803689956665,7921.92033290863,1835406,dh-node2,10.199.0.2,7921.92033290863,141,59.028586266937936,2.8238657324803034e-05,59.027803237445795,30.45094684072835,28.543645665667913,0.024079616045816588,4279.0,667683.9999999992,-6.0,101.88095238095235,35,0.0008888262608659091,2.0595020294996,399,9.129947376743237,90.60958640162428,42.0,90.60958640162428,0.005277672475200301,0.009931074133000786,63.25,1.3551857602405586,44.83633083805213,36.01785714285715,0.0,140.0,4627.0,0.0005776795637321428,92.6750913986871,7,0,7,4.355813953488371,13.0,0.07813953488372094,0.025325520833333337,0.0006284484074586199,0.00030788529943632636,456693.00000000256,465730.9999999983,18.91071428571428,18.91071428571428,17.107142857142858,4989.000000000001,922423.9999999998,2341.0000000000005,2648.0000000000005,55.73809523809523,63.047619047619044,1.7085938453674316,423089,128.0,4.9913526,0.019531738,0.05,27654528,5.063351,1.0,-0.022344312,141.0,0.23494565,1.6605245,152192,0.001,65.840126,3981.1846271520535,152192,4705.4932587054855,0,423089,4705.4932587054855,27654528,1025978186,5087731,142195.19724722984,3981.1845808489265,0.00010502777863962964,0.00018399933834943927,2.339913717526936e-05,2.349831508763169e-05,5.0387742183610085e-05,0.00015934178770459525,0.34806936064740673,7.5958895827229105e-06,1.5893408796288214e-05,3.443670636945673e-05,9.043747243604238e-05,0.00028531846773193235,4.590800398981568e-05,3.0996648715446217e-06,1.562512710001947e-05,8.832716419493733e-06,5.323271068843645e-05,3.528352675768365e-05,6.637434520709286e-05,8.953974769000018e-06,0.0021258016658542165,0.14298147317194876,0.0180795247191033,1.1058960871221294e-05,0.006886747507911351,0.1353363643340625,0.0018506571546868535,5.898115969246089e-05,0.04019552449680224
1,672870.9999999993,False,142,65da7_00000,2026-03-18_19-56-17,1773878177,56.00238609313965,7977.92271900177,1835406,dh-node2,10.199.0.2,7977.92271900177,142,58.99811429615994,2.8158549358148612e-05,58.99732869389865,30.43976045043002,28.524355022914072,0.02406962695597878,5187.0,672870.9999999993,-3.0,185.25,31,0.0008841036447261832,2.0478924561214225,874,8.924403112830861,171.6765197902814,28.0,171.6765197902814,0.005241763033285148,0.01065744729680071,54.75,2.716743241679588,44.80585943479099,27.517857142857153,0.0,141.0,4655.0,0.000569929344746979,93.87830593434524,7,0,7,3.7184210526315784,13.0,0.07118421052631578,0.025325520833333337,0.0006181055792072539,0.0003027963377969985,460816.0000000025,469814.99999999814,13.79464285714286,13.79464285714286,13.723214285714283,8207.0,930630.9999999998,4083.999999999999,4123.0,145.85714285714286,147.25,1.7085938453674316,423089,128.0,1.4517885,0.010816925,0.05,27902464,1.6300929,1.0,-0.10798223,142.0,0.2019667,1.7760755,247936,0.001,17.333261,4003.3201384079416,247936,4710.30832611843,0,423089,4710.30832611843,27902464,1036025405,10047219,144049.0110797899,4003.3197832925644,0.00010438451021703234,0.0001829192138821301,2.3257946012005742e-05,2.346658939491902e-05,4.991541650955775e-05,0.00015861645946053045,0.35058775818278987,7.377111317309452e-06,1.591301520493757e-05,3.487644135238573e-05,8.917912773705495e-05,0.0002800829789461417,4.680249183556538e-05,3.035800788965106e-06,1.5535363396298434e-05,8.803883781725491e-06,5.295230460792558e-05,3.557198973875057e-05,6.548424373373996e-05,8.626670026649259e-06,0.0021268204381456406,0.14534495558947025,0.018078287071970883,1.1126230591196272e-05,0.006911383804182026,0.13569529621084123,0.001847721812299817,5.878422652363782e-05,0.039971229622079794
