iteration,steps,env_steps,internal_ticks,score_red
899,95,95,600,66.0
900,74,74,600,63.0
901,174,174,600,39.0
902,82,82,600,60.0
903,87,87,600,48.0
904,67,67,600,57.0
905,281,281,600,0.0
906,148,148,600,69.0
907,357,357,601,45.0
908,133,133,600,45.0
909,80,80,601,60.0
910,81,81,600,57.0
911,85,85,600,63.0
912,164,164,600,57.0
913,72,72,600,54.0
914,71,71,600,57.0
915,264,264,600,41.0
916,81,81,600,66.0
917,83,83,600,69.0
918,261,261,601,51.0
919,78,78,600,36.0
920,239,239,600,33.0
921,71,71,600,57.0
922,93,93,600,66.0
923,87,87,600,60.0
924,246,246,600,30.0
925,197,197,600,30.0
926,70,70,600,48.0
927,70,70,600,39.0
928,99,99,600,69.0
929,233,233,600,47.0
930,92,92,601,71.0
931,85,85,600,75.0
932,67,67,601,54.0
933,172,172,600,60.0
934,86,86,600,63.0
935,94,94,600,57.0
936,74,74,600,54.0
937,75,75,601,72.0
938,101,101,600,66.0
939,77,77,601,75.0
940,72,72,600,78.0
941,101,101,600,42.0
942,141,141,600,69.0
943,163,163,600,48.0
944,88,88,600,57.0
945,95,95,600,57.0
946,104,104,600,60.0
947,78,78,600,51.0
948,160,160,600,42.0
949,180,180,600,48.0
950,82,82,600,51.0
951,76,76,600,75.0
952,168,168,600,15.0
953,76,76,600,48.0
954,153,153,600,39.0
955,162,162,600,30.0
956,72,72,601,57.0
957,82,82,600,45.0
958,83,83,600,69.0
959,87,87,600,57.0
960,87,87,600,45.0
961,77,77,600,66.0
962,74,74,600,54.0
963,86,86,600,66.0
964,97,97,600,66.0
965,85,85,600,69.0
966,95,95,600,51.0
967,66,66,600,54.0
968,85,85,600,39.0
969,156,156,600,45.0
970,80,80,600,60.0
971,93,93,600,72.0
972,88,88,600,60.0
973,157,157,600,45.0
974,72,72,600,57.0
975,105,105,600,69.0
976,75,75,600,63.0
977,180,180,600,48.0
978,181,181,600,35.0
979,73,73,600,51.0
980,71,71,600,60.0
981,79,79,600,69.0
982,231,231,600,21.0
983,161,161,600,51.0
984,190,190,600,27.0
985,234,234,600,39.0
986,79,79,600,66.0
987,78,78,600,60.0
988,83,83,600,45.0
989,104,104,600,84.0
990,220,220,600,27.0
991,74,74,600,63.0
992,86,86,600,69.0
993,191,191,600,24.0
994,86,86,600,54.0
995,77,77,600,60.0
996,84,84,600,60.0
997,82,82,601,60.0
998,84,84,600,72.0
999,68,68,601,54.0
1000,134,134,600,54.0
