num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,env_runners/blue_team_score_mean,env_runners/connector_pipeline_timer,env_runners/env_reset_timer,env_runners/env_step_timer,env_runners/env_to_module_sum_episodes_length_in,env_runners/env_to_module_sum_episodes_length_out,env_runners/episode_duration_sec_mean,env_runners/episode_len_max,env_runners/episode_len_mean,env_runners/episode_len_min,env_runners/episode_return_max,env_runners/episode_return_mean,env_runners/episode_return_min,env_runners/num_env_steps_sampled,env_runners/num_env_steps_sampled_lifetime,env_runners/num_episodes,env_runners/num_episodes_lifetime,env_runners/red_team_score_mean,env_runners/rlmodule_inference_timer,env_runners/sample,env_runners/time_between_sampling,env_runners/weights_seq_no,env_runners/num_env_steps_sampled_lifetime_throughput,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/restore_env_runners,timers/synch_env_connectors,timers/synch_weights,timers/training_iteration,timers/training_step,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/agent_episode_returns_mean/red_robot_0,env_runners/agent_episode_returns_mean/red_robot_1,env_runners/agent_steps/red_robot_0,env_runners/agent_steps/red_robot_1,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/module_episode_returns_mean/shared_policy,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled/red_robot_0,env_runners/num_agent_steps_sampled/red_robot_1,env_runners/num_agent_steps_sampled_lifetime/red_robot_0,env_runners/num_agent_steps_sampled_lifetime/red_robot_1,env_runners/num_module_steps_sampled/shared_policy,env_runners/num_module_steps_sampled_lifetime/shared_policy,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/shared_policy/curr_entropy_coeff,learners/shared_policy/curr_kl_coeff,learners/shared_policy/default_optimizer_learning_rate,learners/shared_policy/diff_num_grad_updates_vs_sampler_policy,learners/shared_policy/entropy,learners/shared_policy/mean_kl_loss,learners/shared_policy/module_train_batch_size_mean,learners/shared_policy/num_module_steps_trained,learners/shared_policy/num_module_steps_trained_lifetime,learners/shared_policy/num_trainable_parameters,learners/shared_policy/policy_loss,learners/shared_policy/total_loss,learners/shared_policy/vf_explained_var,learners/shared_policy/vf_loss,learners/shared_policy/vf_loss_unclipped,learners/shared_policy/weights_seq_no,learners/shared_policy/num_module_steps_trained_lifetime_throughput,env_runners/timers/connectors/add_observations_from_episodes_to_batch,env_runners/timers/connectors/add_states_from_episodes_to_batch,env_runners/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/timers/connectors/agent_to_module_mapping,env_runners/timers/connectors/batch_individual_items,env_runners/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/agent_to_module_mapping,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/module_to_agent_unmapping,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/agent_to_module_mapping,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor
1,2266885.9999999907,False,501,01afd_00000,2026-03-07_08-33-00,1772890380,41.552159786224365,41.552159786224365,2800013,dh-node1,10.199.0.21,41.552159786224365,1,0.0,0.0011801885196809777,0.0030237302041366053,0.0034762327385056387,58.651090129757655,58.651090129757655,0.5780521621955337,277,97.88095238095235,29,69.75,41.208333333333336,12.0,4111.0,2266885.9999999907,42.0,20258.0,46.01709214959047,0.013325838823627336,0.5155612177372426,0.4797616647018124,500.0,150.78472417002578,6.057864167387533,29.769921076776768,2.3155533345764252e-05,0.008246548359450432,0.024418835254167263,35.86493460572464,35.8641838563782,7,0,7,11.23103448275862,11.674137931034485,0.16551724137931034,0.014089439655172413,20.0,21.208333333333332,52.476190476190474,50.92857142857144,0.00044496418542649583,21.208333333333332,0.0024649967624425307,2203.9999999999995,2139.0000000000005,1208999.9999999884,1216863.0000000221,4342.999999999999,2425862.9999999925,4473.877021044778,4473.877021044778,4267218,5216378488,132864,147479040,0,494418,3275603.4303084468,92683.68435269731,0.05,0.30000001192092896,0.001,1.0,33.073963,0.02233163,128.0,132864,147479040,494418,-0.08508227,4.7683372,-0.98907006,6.5026507,139.80498,501.0,92684.68046011688,9.709277286618789e-05,1.860826552411636e-05,4.55829054027064e-05,1.8340349447924303e-05,0.00012660106745018116,0.00019260920492619816,0.33821616943082883,4.85814212005916e-05,1.2084072243478394e-05,2.1973827139716414e-05,1.445098264622096e-05,6.841321727041726e-05,8.884056738648779e-05,0.0015428688525289857,3.721711173104344e-05,1.4082264789624466e-05,0.00025957109418239403,4.862969022459457e-06,0.00020097643696253957,0.0001261301439880156,0.16555154109296866,0.002034885890741964,0.021457141512715546,9.538790295114385e-06,3.219436932504159e-05,0.006910038474462193,0.1265137520182528,0.01366240498692061,0.0016933492759763026
1,2271045.9999999898,False,502,01afd_00000,2026-03-07_08-33-34,1772890414,33.6695191860199,75.22167897224426,2800013,dh-node1,10.199.0.21,75.22167897224426,2,0.0,0.0011613827375903463,0.0031251488548495517,0.002235749168042384,69.19690014424661,69.19690014424661,0.5509844906794441,241,99.04761904761905,35,82.0,41.96428571428571,6.0,4160.0,2271045.9999999898,42.0,20300.0,46.43292482226547,0.001010313678065251,0.519552574549485,0.8217065009506831,501.0,148.36542664274626,6.04944702121297,29.75613421920914,2.3240038626147427e-05,0.008243877975883622,0.024542056671304078,35.842842458416314,35.84209055983502,7,0,7,11.395652173913044,11.754347826086953,0.15782608695652173,0.016635529891304346,19.857142857142854,22.10714285714285,57.047619047619044,47.690476190476176,0.0003403845182018784,22.10714285714285,0.0012704982622003785,2396.0000000000005,2003.0,1211395.999999989,1218866.0000000221,4399.0,2430261.9999999916,4470.738250834331,4470.738250834331,4372160,5220750648,134528,147613568,0,494418,3118300.5125644105,88248.80633784427,0.05,0.45000001788139343,0.001,1.0,33.196953,0.03463504,128.0,134528,147613568,494418,-0.12683605,3.1272545,0.54095584,4.9035482,25.919132,502.0,88249.75464121498,9.738962174010322e-05,1.880394878617545e-05,4.552679712355325e-05,1.8635087158281908e-05,0.00012778640238635003,0.0001914207282591829,0.3373487742470966,3.960373835463917e-05,9.625619633168912e-06,1.6788022684059955e-05,9.668536458793504e-06,5.681225724066703e-05,7.16527890730644e-05,0.0007323992719479903,2.3918692238379307e-05,1.0206036266605564e-05,0.00012625962479196189,3.6157698469897888e-06,0.00014655323048311773,6.51959953445472e-05,0.16525758069211932,0.002031764521568613,0.021412707997283356,9.531862902759874e-06,3.216631611174327e-05,0.006901533079635743,0.1260438420282498,0.013616085267275577,0.0016923999433436578
1,2275713.99999999,False,503,01afd_00000,2026-03-07_08-34-12,1772890452,38.22357964515686,113.44525861740112,2800013,dh-node1,10.199.0.21,113.44525861740112,3,0.0,0.0011405888102346327,0.003194816135231402,0.002351471052736768,64.46631833968773,64.46631833968773,0.5612271310457465,203,95.26530612244895,32,78.75,40.62755102040818,0.25,4668.0,2275713.99999999,49.0,20349.0,46.799946932541175,0.0009934691980866405,0.524375321343046,1.063407347610036,502.0,147.63418690490244,6.053176558600827,29.77590986056739,2.317666746641257e-05,0.0082476358862241,0.024606540585409696,35.866458099332526,35.86570348611664,7,0,7,11.165384615384616,11.799999999999995,0.16269230769230772,0.016959635416666667,19.79081632653061,20.83673469387755,52.57142857142856,48.367346938775526,0.00035256383943277694,20.83673469387755,0.0013182462605572463,2575.9999999999995,2370.0,1213971.9999999895,1221236.0000000228,4946.0,2435207.9999999925,4472.710868325988,4472.710868325988,5522244,5226272892,151424,147764992,0,494418,2969603.9376037917,84034.29515898584,0.05,0.675000011920929,0.001,1.0,33.239323,0.02992943,128.0,151424,147764992,494418,0.02266817,3.800442,0.29310727,5.4262714,42.548763,503.0,84035.1941660392,9.737868796829032e-05,1.8952881722934944e-05,4.535551728767479e-05,1.887690152305599e-05,0.00012886458044863172,0.00019103391052566212,0.3367797628742636,4.0142563295284125e-05,1.021605654824818e-05,1.798082450801326e-05,1.0328995845099873e-05,5.820524384210465e-05,7.267779101678839e-05,0.0007585136944689369,2.646422281945688e-05,1.0831726618466442e-05,0.00012774029149751373,3.691496490795078e-06,0.00015328211224984142,6.873163339187103e-05,0.16511789375540015,0.0020305541266168415,0.02140666215714495,9.528134028179616e-06,3.219200251051408e-05,0.006898973708880297,0.1256579232180463,0.013580302024090444,0.0016946059731601573
1,2279851.99999999,False,504,01afd_00000,2026-03-07_08-34-46,1772890486,33.691229820251465,147.1364884376526,2800013,dh-node1,10.199.0.21,147.1364884376526,4,0.0,0.0011229893809594539,0.0032749436532586557,0.0023248062075593976,67.44018161420293,67.44018161420293,0.5554411282258418,262,98.52380952380955,31,81.0,41.452380952380956,18.0,4138.0,2279851.99999999,42.0,20391.0,47.12317620597669,0.0009650102711067388,0.5248330711701585,1.3305220299207214,503.0,145.78336230131595,6.048562130664553,29.758567248791934,2.3203300896688385e-05,0.008259039207278286,0.024636917519665097,35.84455383833908,35.84379940183603,7,0,7,11.441304347826087,11.799999999999999,0.1565217391304348,0.0169921875,21.119047619047613,20.333333333333332,51.33333333333335,53.023809523809526,0.00034659658154095733,20.333333333333332,0.0012867815795130225,2156.0000000000005,2227.0000000000005,1216127.9999999902,1223463.0000000235,4383.000000000001,2439590.999999994,4469.363759642728,4469.363759642728,4332486,5230605378,134016,147899008,0,494418,2827546.39645257,80031.25803479964,0.05,1.0125000476837158,0.001,1.0,33.112373,0.037109356,128.0,134016,147899008,494418,0.081948146,3.6014552,0.43743336,5.150077,37.24542,504.0,80032.11445103626,9.729141592686162e-05,1.896158361012819e-05,4.5209334423371937e-05,1.9070377022683827e-05,0.00012955507273579604,0.00019094810078835035,0.3359117680752187,3.989791448114455e-05,9.940924340756337e-06,1.7105121053826054e-05,1.0305365164978991e-05,5.78465554143801e-05,7.157650861180779e-05,0.0007424978921002288,2.4409787101073324e-05,1.0649182303451946e-05,0.00012568941989648578,3.669663664761296e-06,0.00014881019803731857,6.603645649681493e-05,0.164782211027855,0.0020299833048860088,0.021425318036378312,9.521392360913297e-06,3.230577264811233e-05,0.006888361112458784,0.12516293632512449,0.013536418954059097,0.0016933096228134443
1,2283956.9999999898,False,505,01afd_00000,2026-03-07_08-35-21,1772890521,34.57592272758484,181.71241116523743,2800013,dh-node1,10.199.0.21,181.71241116523743,5,0.0,0.0011151452182210815,0.0033673651894033855,0.002314552422448819,81.62375691202861,81.62375691202861,0.6668368910106697,357,117.28571428571426,31,72.0,38.05,-9.5,4105.0,2283956.9999999898,35.0,20426.0,47.3052245984716,0.0010292321711974106,0.5312510775938467,1.5562716852915606,504.0,144.51957074737274,6.047307029177446,29.7470102040142,2.3242457379917345e-05,0.00826691017572898,0.02466000424372007,35.83173845599611,35.83098268686734,7,0,7,11.580851063829789,11.799999999999999,0.15851063829787237,0.016992187499999995,19.114285714285707,18.93571428571429,62.885714285714265,62.91428571428571,0.00036433210217644025,18.93571428571429,0.0013592339750302597,2200.9999999999995,2201.9999999999995,1218328.9999999898,1225665.0000000237,4403.0,2443993.9999999935,4465.720122046301,4465.720122046301,4306145,5234911523,134272,148033280,0,494418,2692385.6457710518,76223.53062905055,0.05,1.5187500715255737,0.001,1.0,33.099506,0.021129677,128.0,134272,148033280,494418,0.00093086436,2.8472037,0.4252662,4.4798546,30.673252,505.0,76224.34173039693,0.00010187921336087022,1.916954987704021e-05,4.525386065041065e-05,1.933986929420991e-05,0.00013073353390202603,0.00019066446825723407,0.33593946881414277,4.2592798154816546e-05,1.0361264433490007e-05,1.823161850298743e-05,1.0343706264015601e-05,6.109262856522117e-05,7.612190872595616e-05,0.0007819607734235133,2.5750593615866903e-05,1.1475303366472076e-05,0.00013223949857677208,3.832898945308887e-06,0.00015792027274666621,7.234482158171013e-05,0.16498273756679513,0.002029093171435476,0.021407814435641596,9.531518005412484e-06,3.230693508537888e-05,0.006896752860405987,0.12502075793125264,0.013510400174537666,0.0016983006667499385
1,2288231.9999999893,False,506,01afd_00000,2026-03-07_08-35-55,1772890555,33.69659781455994,215.40900897979736,2800013,dh-node1,10.199.0.21,215.40900897979736,6,0.0,0.0010986893566029845,0.0034010569256870678,0.002141533174114473,94.7775549795236,94.7775549795236,0.645168337581812,310,122.14285714285712,36,69.0,36.67142857142857,6.0,4275.0,2288231.9999999893,35.0,20461.0,47.318086920885484,0.0009518781418803201,0.5381301630985487,1.7882799738613049,505.0,143.51557223012557,6.041689866935175,29.731253035643388,2.3273862521668118e-05,0.008268585393738077,0.024600205140546644,35.810281465056015,35.80952665283834,7,0,7,10.71304347826087,11.799999999999999,0.16173913043478264,0.0169921875,20.357142857142854,16.314285714285713,56.714285714285694,73.74285714285716,0.0003431314853761413,16.314285714285713,0.001259954600251787,1985.0000000000002,2581.0000000000005,1220313.99999999,1228246.000000024,4565.999999999999,2448559.999999992,4463.812920825838,4463.812920825838,4646925,5239558448,139136,148172416,0,494418,2564621.4933586954,72617.60728065613,0.05,2.278125047683716,0.001,1.0,33.051147,0.020476507,128.0,139136,148172416,494418,-0.18957876,2.955195,0.44307363,4.766232,35.06513,506.0,72618.37806584248,0.00010246997100220794,1.9180210641510832e-05,4.5305984969287936e-05,1.938217372674221e-05,0.0001307674711962446,0.00018936306347016495,0.33513586106533916,3.969877819485498e-05,9.74167918698607e-06,1.709133249420447e-05,9.729525516499179e-06,5.880963814579228e-05,7.109619026344725e-05,0.0007265633853621974,2.3749211854783583e-05,1.0383966612657919e-05,0.00012405973677689054,3.55337073672303e-06,0.00014527403174918768,6.484760377788448e-05,0.16471592395016837,0.0020250250698844365,0.021379607512177476,9.526233778646437e-06,3.253450555015362e-05,0.006882672521564593,0.12457680760172755,0.013464602302167762,0.0016973410603220856
1,2292491.999999989,False,507,01afd_00000,2026-03-07_08-36-29,1772890589,34.751386404037476,250.16039538383484,2800013,dh-node1,10.199.0.21,250.16039538383484,7,0.0,0.0010766407637818503,0.003406860785538277,0.0022220641878479565,78.58247672305757,78.58247672305757,0.548650813956989,288,101.4285714285714,33,79.25,34.44642857142856,4.25,4260.0,2292491.999999989,42.0,20503.0,47.2549068645457,0.0009610969634079261,0.5405565898430351,1.9925102904335195,506.0,142.46380138561906,6.04689243309562,29.71534739241753,2.3182303085537397e-05,0.008252657689569853,0.0246186227090665,35.7995629591555,35.79880989043956,7,0,7,11.131914893617022,11.799999999999999,0.16234042553191494,0.016992187499999995,18.601190476190478,15.845238095238098,50.452380952380956,57.90476190476191,0.00034444482094876834,15.845238095238098,0.0012761056708903366,2118.9999999999995,2432.0,1222432.9999999902,1230678.0000000233,4551.000000000001,2453110.999999993,4461.7747916175795,4461.7747916175795,4630620,5244189068,139136,148311552,0,494418,2443049.0747750103,69186.79887729221,0.05,2.278125047683716,0.001,1.0,33.179157,0.016799644,128.0,139136,148311552,494418,-0.37836727,2.98811,0.30750722,4.9871635,55.622055,507.0,69187.53091614149,0.00010145230741778115,1.9115089193816147e-05,4.506187420781101e-05,1.937908646007745e-05,0.00013016040223193392,0.00018712411241468614,0.33439269005495753,3.985991283574854e-05,9.78806077767431e-06,1.729046988738e-05,9.906315976735204e-06,5.755250472759922e-05,7.206231035844537e-05,0.0007360811155340084,2.410842192031892e-05,1.056646942830181e-05,0.00012469994550036204,3.6494274663932868e-06,0.00014740724836676263,6.60354817979872e-05,0.16445210693088183,0.002026158178748198,0.02139550903706276,9.50935154873961e-06,3.246271073728471e-05,0.006873105246412056,0.12413499907581346,0.013421171328761215,0.0016961000791748304
1,2297413.9999999898,False,508,01afd_00000,2026-03-07_08-37-09,1772890629,39.2410728931427,289.40146827697754,2800013,dh-node1,10.199.0.21,289.40146827697754,8,0.0,0.0010586123285792571,0.0034396183304073696,0.0021803529437834,78.61839219019329,78.61839219019329,0.6700139869741784,290,117.19047619047618,26,73.25,39.494047619047606,-7.75,4922.0,2297413.9999999898,42.0,20545.0,47.28000321264889,0.0009867276035323681,0.5454695248543505,2.1777696053016027,507.0,142.54487878324605,6.0456203444150285,29.750977263853432,2.317189035526467e-05,0.008249163642285295,0.024566623202740098,35.83384312645397,35.83309086670462,7,0,7,11.457407407407405,11.799999999999995,0.17092592592592593,0.017643229166666673,19.505952380952376,19.988095238095237,69.80952380952382,54.90476190476191,0.0003516940642139859,19.988095238095237,0.001302772926205999,2932.0,2306.0,1225364.9999999907,1232984.000000023,5237.999999999999,2458348.999999992,4466.377043701404,4466.377043701404,6142656,5250331724,159744,148471296,0,494418,2328715.6939266506,65930.79965491794,0.05,2.278125047683716,0.001,1.0,33.18949,0.016807131,128.0,159744,148471296,494418,0.14607136,2.3453853,0.406085,3.8204994,23.39917,508.0,65931.49496923521,0.00010085885718510265,1.9534622284355734e-05,4.4924743558618396e-05,1.9443995000328085e-05,0.0001302742285561331,0.00018511390078618847,0.3339251853640731,4.0702138964935714e-05,1.0108303742094041e-05,1.7104104197007902e-05,9.79665012870039e-06,5.825218332279886e-05,7.290135078308562e-05,0.0007483173869316141,2.5021098798668455e-05,1.0717927703807214e-05,0.00012647478637569255,3.6879716027357025e-06,0.0001515812622595065,6.798715415468146e-05,0.1643790802921094,0.0020232904267273766,0.021358199736453226,9.488907030067299e-06,3.2441563239922845e-05,0.006884254913952374,0.12380322857559961,0.013388457275398976,0.0016953931485980092
1,2301947.9999999898,False,509,01afd_00000,2026-03-07_08-37-46,1772890666,37.073819160461426,326.47528743743896,2800013,dh-node1,10.199.0.21,326.47528743743896,9,0.0,0.0010436586352361177,0.003489044299748541,0.0023050900654039024,66.75978894014278,66.75978894014278,0.5376751189790097,219,92.53061224489792,33,74.0,35.52040816326531,-7.75,4534.0,2301947.9999999898,49.0,20594.0,47.30279401184686,0.000999016631765124,0.5500312723257003,2.3830100226031954,508.0,141.19053412464098,6.044523455570883,29.764280782074703,2.310696084744669e-05,0.008253076265644727,0.02457993530124292,35.84608990523919,35.845338196907356,7,0,7,11.719999999999997,11.799999999999997,0.16659999999999997,0.017773437500000003,18.28571428571428,17.23469387755102,48.67346938775509,49.48979591836735,0.00035690542700442783,17.23469387755102,0.001312251416272614,2385.0000000000005,2425.0,1227749.9999999905,1235409.0000000233,4810.0,2463158.9999999935,4467.05327326439,4467.05327326439,5218634,5255550358,147328,148618624,0,494418,2219315.5949134678,62832.89058680597,0.05,2.278125047683716,0.001,1.0,33.101234,0.014528185,128.0,147328,148618624,494418,0.17184913,3.1472943,0.44731092,4.59741,26.69351,509.0,62833.55307976732,0.00010047694159170882,1.97025916875972e-05,4.473306264376458e-05,1.9695591743009834e-05,0.00013055739092670903,0.00018515627292325598,0.33336048316092637,4.187197493891471e-05,1.0031890760314247e-05,1.782324476958416e-05,1.0308857381614277e-05,5.883280143352272e-05,7.394573825872166e-05,0.0007564320283670831,2.463388977264313e-05,1.0869750489937686e-05,0.00012748861180539685,3.7403492675537263e-06,0.00015263180533101568,6.797654358927208e-05,0.16423749659935857,0.00202280039223212,0.021345406698716665,9.477167603381514e-06,3.243724783303183e-05,0.006881919225124924,0.12343374360997668,0.013349841602685524,0.001695916756480003
1,2306379.999999991,False,510,01afd_00000,2026-03-07_08-38-22,1772890702,35.8056583404541,362.28094577789307,2800013,dh-node1,10.199.0.21,362.28094577789307,10,0.0,0.0010319578736775303,0.0035363423487236516,0.0021348947963359213,84.81822607827,84.81822607827,0.7128557296270236,335,126.6285714285714,35,69.0,29.978571428571414,-6.0,4432.0,2306379.999999991,35.0,20629.0,47.02855332708875,0.0009925815902256656,0.5528473326867527,2.5747497575161713,509.0,140.01116346183503,6.048886589925045,29.75942184314421,2.315242186613349e-05,0.008255296262403608,0.02459318281828144,35.84557989680634,35.84482738241878,7,0,7,11.33469387755102,11.799999999999999,0.15857142857142856,0.017773437500000003,14.157142857142851,15.821428571428577,65.79999999999998,69.2857142857143,0.0003553948330209304,15.821428571428577,0.0013181613703048137,2303.0000000000005,2425.0,1230052.9999999907,1237834.0000000228,4727.999999999999,2467886.999999993,4466.702740531746,4466.702740531746,4986000,5260536358,144000,148762624,0,494418,2115300.795361441,59891.99108741854,0.05,2.278125047683716,0.001,1.0,33.086197,0.014690915,128.0,144000,148762624,494418,-0.061699595,2.4911838,0.4089731,4.1737256,24.206623,510.0,59892.618803829755,0.00010037077712341086,1.970754040280518e-05,4.471567471588659e-05,1.9919926373506523e-05,0.00013124300523957143,0.0001855828319010886,0.3348323099490693,4.1029869355825016e-05,1.0116962058731502e-05,1.747999534663837e-05,1.0142755558384455e-05,5.934783606041751e-05,7.383962854772611e-05,0.0007580386790834345,2.4969558940956498e-05,1.0901103141266416e-05,0.0001290524076843643,3.8128070352436926e-06,0.00015239052649388963,6.899290841240772e-05,0.16406012125300354,0.0020161177382485938,0.021284380382601945,9.468685292192259e-06,3.258038531731986e-05,0.00687458621351257,0.125196362963743,0.013311181486214374,0.0016956673389677444
